type,url,slug,title,category,verdict,action,indexable,body_words,faq_words,original_words,h2_count,visible_verify,verify_total,placeholders,posts,duplicate_of,flags
product,https://nxtsmarthome.com.au/products/lt1-63t-smart-switch-circuit-breaker-touch-control-power-metering-timer-relay-63/,lt1-63t-smart-switch-circuit-breaker-touch-control-power-metering-timer-relay-63,LT1 63T Smart Switch Circuit Breaker Touch Control Power Metering Timer Relay 63A Timer Voice Remote Control Energy Monitor for APP Control for Home,energy-and-solar,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,25,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/useelink-wifi-smart-power-strip-power-board-with-4-outlets-and-2-usb-ports-2-typ/,useelink-wifi-smart-power-strip-power-board-with-4-outlets-and-2-usb-ports-2-typ,"UseeLink WiFi Smart Power Strip, Power Board with 4 Outlets and 2 USB Ports & 2 Type C, Timer Schedule,Voice & APP Remote Control, Compatible with",energy-and-solar,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,24,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/bluetti-ac180p-portable-power-station/,bluetti-ac180p-portable-power-station,BLUETTI AC180P Portable Power Station,energy-and-solar,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,536,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/smart-home-energy-monitor-real-time-electricity-monitor-with-16-50a-3-300a-circu/,smart-home-energy-monitor-real-time-electricity-monitor-with-16-50a-3-300a-circu,"Smart Home Energy Monitor, Real Time Electricity Monitor with 16 50A & 3 300A Circuit Level Sensors, Electricity Usage Monitor for Solar/Net Metering,",energy-and-solar,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,30,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/philips-hue-smart-plug/,philips-hue-smart-plug,Philips Hue Smart Plug,energy-and-solar,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,508,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/tuya-smart-circuit-breaker/,tuya-smart-circuit-breaker,Tuya Smart Circuit Breaker,energy-and-solar,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,22,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/powerboard-10in1-surge-protection-smart-usb-c-power-board/,powerboard-10in1-surge-protection-smart-usb-c-power-board,Powerboard 10in1 Surge Protection Smart USB C Power Board,energy-and-solar,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,28,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/smart-power-board-wifi-power-strip-compatible-with-alexa-and-google-home-wifi-ve/,smart-power-board-wifi-power-strip-compatible-with-alexa-and-google-home-wifi-ve,"Smart Power Board, WiFi Power Strip,Compatible with Alexa and Google Home (WiFi Version - Whtie)",energy-and-solar,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,22,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/tp-link-tapo-p100-mini-smart-wi-fi-socket-plug/,tp-link-tapo-p100-mini-smart-wi-fi-socket-plug,TP-Link Tapo P100 Mini Smart Wi-Fi Socket Plug,energy-and-solar,OK,,yes,,,1101,,,,,,,curated
product,https://nxtsmarthome.com.au/products/tuya-wifi-intelligent-circuit-breaker-power-measurement-energy-kwh-meter-1p-1-63/,tuya-wifi-intelligent-circuit-breaker-power-measurement-energy-kwh-meter-1p-1-63,TUYA WiFi Intelligent Circuit Breaker Power Measurement Energy KWh Meter 1P 1-63A Over Undervoltage Protection Relay Protection Current Limiter Remote,energy-and-solar,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,25,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/smart-mirabella-genio-wi-fi-powerboard/,smart-mirabella-genio-wi-fi-powerboard,Smart Mirabella Genio Wi-Fi Powerboard,energy-and-solar,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,30,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/iammeter-wem3050t-wifi-energy-meter/,iammeter-wem3050t-wifi-energy-meter,IAMMETER WEM3050T WiFi Energy Meter,energy-and-solar,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,25,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/voltx-e600-portable-power-station/,voltx-e600-portable-power-station,VoltX E600 Portable Power Station,energy-and-solar,OK,,yes,,,1193,,,,,,,curated
product,https://nxtsmarthome.com.au/products/avantree-harmony-2-multi-room-wireless-speaker-system/,avantree-harmony-2-multi-room-wireless-speaker-system,Avantree Harmony 2 Multi-Room Wireless Speaker System,entertainment-and-audio,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,21,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/hisense-hs2100-2-1ch-soundbar/,hisense-hs2100-2-1ch-soundbar,Hisense HS2100 2.1CH Soundbar,entertainment-and-audio,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,572,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/amazon-echo-dot-5th-gen-smart-speaker/,amazon-echo-dot-5th-gen-smart-speaker,Amazon Echo Dot 5th Gen Smart Speaker,entertainment-and-audio,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,597,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/samsung-music-studio-5-speaker/,samsung-music-studio-5-speaker,Samsung Music Studio 5 Speaker,entertainment-and-audio,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,550,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/nvidia-shield-tv-pro-4k-hdr-streaming-media-player/,nvidia-shield-tv-pro-4k-hdr-streaming-media-player,NVIDIA Shield TV Pro 4K HDR Streaming Media Player,entertainment-and-audio,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,616,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/sony-hts100f-soundbar/,sony-hts100f-soundbar,Sony HTS100F Soundbar,entertainment-and-audio,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,590,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/amazon-echo-dot-max-speaker/,amazon-echo-dot-max-speaker,Amazon Echo Dot Max Speaker,entertainment-and-audio,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,521,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/laser-digital-full-hd-media-player/,laser-digital-full-hd-media-player,Laser Digital Full HD Media Player,entertainment-and-audio,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,517,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/anko-pro-home-soundbar/,anko-pro-home-soundbar,Anko Pro Home Soundbar,entertainment-and-audio,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,527,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/samsung-music-studio-7-wifi-bluetooth-wireless-speaker/,samsung-music-studio-7-wifi-bluetooth-wireless-speaker,Samsung Music Studio 7 WiFi-Bluetooth Wireless Speaker,entertainment-and-audio,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,512,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/amazon-echo-show-15-2nd-gen/,amazon-echo-show-15-2nd-gen,Amazon Echo Show 15 2nd Gen,entertainment-and-audio,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,488,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/blaupunkt-bptv10-android-tv-streaming-device/,blaupunkt-bptv10-android-tv-streaming-device,Blaupunkt BPTV10 Android TV Streaming Device,entertainment-and-audio,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,535,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/jbl-cinema-sb510-3-1-channel-soundbar/,jbl-cinema-sb510-3-1-channel-soundbar,JBL Cinema SB510 3.1 Channel Soundbar,entertainment-and-audio,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,561,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/jbl-authentics-200-smart-home-speaker/,jbl-authentics-200-smart-home-speaker,JBL Authentics 200 Smart Home Speaker,entertainment-and-audio,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,529,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/eufy-e10-smart-display/,eufy-e10-smart-display,Eufy E10 Smart Display,entertainment-and-audio,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,709,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/bose-lifestyle-ultra-speaker/,bose-lifestyle-ultra-speaker,Bose Lifestyle Ultra Speaker,entertainment-and-audio,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,619,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/sonos-ray-soundbar/,sonos-ray-soundbar,Sonos Ray Soundbar,entertainment-and-audio,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,574,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/google-premium-audio-speaker/,google-premium-audio-speaker,Google Premium Audio Speaker,entertainment-and-audio,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,24,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/lg-stanbyme-2-27-portable-smart-touch-screen-tv/,lg-stanbyme-2-27-portable-smart-touch-screen-tv,"LG StanbyME 2 27"" Portable Smart Touch Screen TV",entertainment-and-audio,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,654,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/sonos-era-100-sl/,sonos-era-100-sl,Sonos Era 100 SL,entertainment-and-audio,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,511,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/tuya-smart-wifi-ir-air-conditioner-controller-thermostat/,tuya-smart-wifi-ir-air-conditioner-controller-thermostat,Tuya Smart Wifi IR Air Conditioner Controller Thermostat,climate-and-comfort,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,25,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/levoit-core-300s-smart-air-purifier/,levoit-core-300s-smart-air-purifier,Levoit Core 300S Smart Air Purifier,climate-and-comfort,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,515,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/sensibo-air-smart-air-conditioner-controller/,sensibo-air-smart-air-conditioner-controller,Sensibo Air Smart Air Conditioner Controller,climate-and-comfort,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,488,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/breville-smart-air-viral-protect-night-glow-purifier/,breville-smart-air-viral-protect-night-glow-purifier,Breville Smart Air Viral Protect Night Glow Purifier,climate-and-comfort,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,584,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/bing-lee-smart-air-conditioner-wifi-controller/,bing-lee-smart-air-conditioner-wifi-controller,Bing Lee Smart Air Conditioner WiFi Controller,climate-and-comfort,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,560,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/tuya-wifi-temperature-humidity-sensor-indoor-hygrometer-thermometer-detector-sma/,tuya-wifi-temperature-humidity-sensor-indoor-hygrometer-thermometer-detector-sma,Tuya Wifi Temperature Humidity Sensor Indoor Hygrometer Thermometer Detector Smart Life,climate-and-comfort,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,29,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/philips-pureprotect-mini-900-series-smart-air-purifier/,philips-pureprotect-mini-900-series-smart-air-purifier,Philips PureProtect Mini 900 Series Smart Air Purifier,climate-and-comfort,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,577,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/tp-link-tapo-smart-temperature-humidity-monitor/,tp-link-tapo-smart-temperature-humidity-monitor,TP-Link Tapo Smart Temperature & Humidity Monitor,climate-and-comfort,OK,,yes,,,1146,,,,,,,curated
product,https://nxtsmarthome.com.au/products/google-nest-learning-thermostat-e-3rd-generation/,google-nest-learning-thermostat-e-3rd-generation,Google Nest Learning Thermostat E 3rd Generation,climate-and-comfort,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,23,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/levoit-core-400s-air-purifier/,levoit-core-400s-air-purifier,Levoit Core 400S Air Purifier,climate-and-comfort,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,592,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/google-nest-smart-thermostat/,google-nest-smart-thermostat,Google Nest Smart Thermostat,climate-and-comfort,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,593,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/aircon-off-universal-air-conditioner-smart-remote/,aircon-off-universal-air-conditioner-smart-remote,Aircon Off Universal Air Conditioner Smart Remote,climate-and-comfort,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,439,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/breville-easy-air-connect-purifier/,breville-easy-air-connect-purifier,Breville Easy Air Connect Purifier,climate-and-comfort,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,562,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/smart-thermostat-temperature-controller/,smart-thermostat-temperature-controller,Smart Thermostat Temperature Controller,climate-and-comfort,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,22,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/uantii-zigbee-temperature-humidity-sensor-with-external-probe-for-for-plants-aqu/,uantii-zigbee-temperature-humidity-sensor-with-external-probe-for-for-plants-aqu,"UanTii Zigbee Temperature Humidity Sensor with External Probe for for Plants Aquarium,Tuya Smart Home Hygrometer App and Voice Monitoring,Zigbee Hub",climate-and-comfort,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,22,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/levoit-core-600s-smart-air-purifier/,levoit-core-600s-smart-air-purifier,Levoit Core 600S Smart Air Purifier,climate-and-comfort,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,600,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/wifi-digital-thermometer-fridge-hygrometer-room-indoor-humidity-meter/,wifi-digital-thermometer-fridge-hygrometer-room-indoor-humidity-meter,Wifi Digital Thermometer Fridge Hygrometer Room Indoor Humidity Meter,climate-and-comfort,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,28,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/shark-neverchange5-air-purifier/,shark-neverchange5-air-purifier,Shark NeverChange5 Air Purifier,climate-and-comfort,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,418,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/bosch-ii-smart-thermostat/,bosch-ii-smart-thermostat,Bosch Ii Smart Thermostat,climate-and-comfort,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,559,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/xiaomi-smart-air-purifier-6/,xiaomi-smart-air-purifier-6,Xiaomi Smart Air Purifier 6,climate-and-comfort,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,22,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/homey-bridge-the-ultimate-home-automation-hub/,homey-bridge-the-ultimate-home-automation-hub,Homey Bridge The ultimate home automation hub,hubs-and-platforms,THIN,"Write curated editorial: 300+ words with bestFor, pros and cons",no,,,510,,,,,,,no pros/cons
product,https://nxtsmarthome.com.au/products/matter-smart-home-hub-thread-tuya-zigbee-3-0-control-your-connected-devices/,matter-smart-home-hub-thread-tuya-zigbee-3-0-control-your-connected-devices,"Matter Smart Home Hub, Thread & Tuya Zigbee 3.0, Control Your Connected Devices",hubs-and-platforms,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,27,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/zemismart-matter-zigbee-thread-smart-home-hub/,zemismart-matter-zigbee-thread-smart-home-hub,Zemismart Matter Zigbee Thread Smart Home Hub,hubs-and-platforms,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,25,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/sonoff-zigbee-3-0-usb-dongle/,sonoff-zigbee-3-0-usb-dongle,SONOFF Zigbee 3.0 USB Dongle,hubs-and-platforms,OK,,yes,,,1144,,,,,,,curated
product,https://nxtsmarthome.com.au/products/matter-smart-home-hub-m6-zigbee-3-0-gateway-with-antenna-for-home-automation/,matter-smart-home-hub-m6-zigbee-3-0-gateway-with-antenna-for-home-automation,"Matter Smart Home Hub M6, Zigbee 3.0 Gateway with Antenna for Home Automation",hubs-and-platforms,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,22,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/wifi-rf-bridge-smart-home-automation-module/,wifi-rf-bridge-smart-home-automation-module,WiFi+RF Bridge Smart Home Automation Module,hubs-and-platforms,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,24,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/ha-smart-home-matter-hub/,ha-smart-home-matter-hub,HA Smart Home Matter Hub,hubs-and-platforms,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,23,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/3-5-inch-smart-home-control-panel/,3-5-inch-smart-home-control-panel,3.5 Inch Smart Home Control Panel,hubs-and-platforms,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,23,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/tuya-smart-home-bridge/,tuya-smart-home-bridge,Tuya Smart Home Bridge,hubs-and-platforms,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,28,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/3-5-inch-smart-home-control-panel-with-3-gang-relay-touchscreen-and-3-button-app/,3-5-inch-smart-home-control-panel-with-3-gang-relay-touchscreen-and-3-button-app,3.5 Inch Smart Home Control Panel with 3 Gang Relay Touchscreen and 3 Button APP Control Home Devices Switch Wall Mount Smart Panel Built-in IR and,hubs-and-platforms,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,25,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/go-smart-bridge-home-automation-hub/,go-smart-bridge-home-automation-hub,Go Smart Bridge Home Automation Hub,hubs-and-platforms,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,25,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/tuya-zigbee-matter-thread-gateway-smart-home-bridge-matter-hub/,tuya-zigbee-matter-thread-gateway-smart-home-bridge-matter-hub,Tuya Zigbee Matter Thread Gateway Smart Home Bridge Matter Hub,hubs-and-platforms,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,27,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/rf-bridge/,rf-bridge,RF Bridge,hubs-and-platforms,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,30,,,,,,,no bestFor; no pros/cons
product,https://nxtsmarthome.com.au/products/atlantic-cozytouch-v2-bridge-box-home-automation-connection-for-cozytouch-applic/,atlantic-cozytouch-v2-bridge-box-home-automation-connection-for-cozytouch-applic,Atlantic cozytouch V2 Bridge box home automation connection for cozytouch application,hubs-and-platforms,THIN - EMPTY,"Keep noindex and out of listings, or write curated editorial",no,,,28,,,,,,,no bestFor; no pros/cons
author,https://nxtsmarthome.com.au/authors/adrian-thompson/,adrian-thompson,Adrian Thompson,,OK,,yes,,,183,,,,,17,,
author,https://nxtsmarthome.com.au/authors/harry-cheng/,harry-cheng,Harry Cheng,,OK,,yes,,,202,,,,,24,,
author,https://nxtsmarthome.com.au/authors/kritin-curtis/,kritin-curtis,Kritin Curtis,,OK,,yes,,,196,,,,,22,,similar name: K Curtis (Strapi: k-curtis → aliased to kritin-curtis)
author,https://nxtsmarthome.com.au/authors/nxt-smart-home-editorial/,nxt-smart-home-editorial,NXT Smart Home Editorial,,THIN,"No live posts: keep noindex, or remove the profile",no,,,95,,,,,0,,
